C:\Users_Data\porat\Efrat\2017_Feb_11 Xp_Pv mid log colony starter 17_1_2017\17starter  C 0_5hr Syber CM-EDF_14_26 Oct.daf		
focused & single		
Control 0.5 hour lap		
Object Number	"Length_Component(1, Area, Object(M01, BF, Tight), Descending)"	Legth category
7913	8.666666667	7-12
7914	27.66666667	12+
7915	9.666666667	7-12
7916	5.666666667	3-7
7917	16.33333333	12+
7919	8	7-12
7920	9.333333333	7-12
7921	12	7-12
7922	6.666666667	3-7
7923	6	3-7
7924	20.33333333	12+
7925	8.666666667	7-12
7928	8	7-12
7929	8.666666667	7-12
7930	6.666666667	3-7
7932	18.33333333	12+
7934	11.66666667	7-12
7935	11.66666667	7-12
7937	6.666666667	3-7
7938	14.66666667	12+
7939	9.666666667	7-12
7942	8.666666667	7-12
7943	27	12+
7944	22	12+
7945	8.666666667	7-12
7946	7.333333333	7-12
7947	8.666666667	7-12
7948	9	7-12
7951	4.666666667	3-7
7953	11.33333333	7-12
7954	12.33333333	12+
7955	12.33333333	12+
7956	12.66666667	12+
7957	6	3-7
7958	8	7-12
7959	15	12+
7960	12.33333333	12+
7961	4.666666667	3-7
7962	4.666666667	3-7
7963	9.333333333	7-12
7964	8.666666667	7-12
7967	5.333333333	3-7
7968	15.33333333	12+
7969	6.333333333	3-7
7970	8	7-12
7974	8.666666667	7-12
7976	15.66666667	12+
7977	9	7-12
7978	9.333333333	7-12
7981	17	12+
7982	6.333333333	3-7
7984	21.66666667	12+
7985	10.33333333	7-12
7986	7	3-7
7987	6.666666667	3-7
7989	3.666666667	3-7
7990	7.333333333	7-12
7991	8.666666667	7-12
7992	9.333333333	7-12
7993	7.666666667	7-12
7995	8.333333333	7-12
7997	8.333333333	7-12
7998	11.66666667	7-12
7999	19.33333333	12+
8001	11	7-12
8002	13.33333333	12+
8004	7.333333333	7-12
8005	9.333333333	7-12
8007	7.333333333	7-12
8008	6	3-7
8009	12	7-12
8010	9.666666667	7-12
8011	6.666666667	3-7
8012	39.66666667	12+
8013	6.666666667	3-7
8014	3.333333333	3-7
8016	16.66666667	12+
8017	5.666666667	3-7
8018	8	7-12
8019	7	3-7
8020	6.666666667	3-7
8021	10	7-12
8022	9.666666667	7-12
8023	6.666666667	3-7
8024	4.333333333	3-7
8025	2.333333333	#NAME?
8028	9.666666667	7-12
8029	6	3-7
8030	9.333333333	7-12
8031	9.666666667	7-12
8032	7.333333333	7-12
8033	12	7-12
8036	9.333333333	7-12
8037	7	3-7
8038	8.333333333	7-12
8040	8.333333333	7-12
8042	8	7-12
8043	10	7-12
8044	10	7-12
8046	9.666666667	7-12
8047	9	7-12
8048	9.666666667	7-12
8049	6.666666667	3-7
8050	5.333333333	3-7
8051	15	12+
8052	9.333333333	7-12
8053	9	7-12
8054	5.666666667	3-7
8055	2.333333333	#NAME?
8056	16	12+
8057	14.33333333	12+
8058	11	7-12
8059	11	7-12
8060	14.33333333	12+
8061	6	3-7
8062	14.33333333	12+
8063	9	7-12
8065	13.33333333	12+
8066	11.33333333	7-12
8067	8.333333333	7-12
8068	6.333333333	3-7
8069	11	7-12
8070	8	7-12
8071	6.333333333	3-7
8072	9.333333333	7-12
8074	7.666666667	7-12
8076	8	7-12
8077	11.33333333	7-12
8078	8	7-12
8079	10.33333333	7-12
8080	5.666666667	3-7
8081	7.333333333	7-12
8082	8	7-12
8083	22.66666667	12+
8084	5	3-7
8085	10	7-12
8086	10	7-12
8087	8.666666667	7-12
8088	17	12+
8089	10	7-12
8090	7.666666667	7-12
8093	11	7-12
8094	22.33333333	12+
8096	10.66666667	7-12
8097	8.666666667	7-12
8098	9.666666667	7-12
8100	12	7-12
8101	8	7-12
8104	19.66666667	12+
8105	7.666666667	7-12
8106	10.33333333	7-12
8107	8	7-12
8108	9.333333333	7-12
8109	9.333333333	7-12
8111	9.333333333	7-12
8113	8.333333333	7-12
8115	14	12+
8116	10.66666667	7-12
8117	6	3-7
8118	12.66666667	12+
8120	9.666666667	7-12
8123	11.33333333	7-12
8124	7.666666667	7-12
8125	10	7-12
8126	7	3-7
8128	7.666666667	7-12
8129	8.333333333	7-12
8130	8.333333333	7-12
8131	6.333333333	3-7
8132	8.666666667	7-12
8133	11.33333333	7-12
8134	6	3-7
8137	15	12+
8139	5.666666667	3-7
8140	9.333333333	7-12
8141	9.666666667	7-12
8142	8.333333333	7-12
8144	27	12+
8145	7.333333333	7-12
8146	3.333333333	3-7
8147	3.666666667	3-7
8148	13	12+
8150	24	12+
8151	7.333333333	7-12
8152	6.333333333	3-7
8155	9.666666667	7-12
8156	10.66666667	7-12
8159	6	3-7
8161	9.333333333	7-12
8162	7.333333333	7-12
8163	7	3-7
8164	6	3-7
8165	11	7-12
8166	8	7-12
8167	12.33333333	12+
8168	7.333333333	7-12
8169	8	7-12
8170	8.666666667	7-12
8171	5.666666667	3-7
8172	8	7-12
8173	8	7-12
8174	6.333333333	3-7
8175	6	3-7
8177	12.33333333	12+
8180	9.333333333	7-12
8181	7.333333333	7-12
8182	11.33333333	7-12
8183	31.66666667	12+
8184	4.666666667	3-7
8185	12.66666667	12+
8186	7	3-7
8188	13	12+
8189	10	7-12
8190	11	7-12
8191	28	12+
8192	3	#NAME?
8193	13.66666667	12+
8196	15.66666667	12+
8197	7	3-7
8198	15	12+
8199	7	3-7
8200	13.33333333	12+
8202	7.666666667	7-12
8204	7.666666667	7-12
8205	3	#NAME?
8206	20.33333333	12+
8207	1.666666667	#NAME?
8208	16.66666667	12+
8209	8.333333333	7-12
8210	13.33333333	12+
8211	13.33333333	12+
8212	9	7-12
8213	8.333333333	7-12
8214	4	3-7
8215	15.33333333	12+
8216	6.666666667	3-7
8217	7.666666667	7-12
8218	15.66666667	12+
8219	6	3-7
8221	9.333333333	7-12
8222	23	12+
8223	10	7-12
8224	10	7-12
8225	7	3-7
8226	6	3-7
8227	15.66666667	12+
8228	8.333333333	7-12
8229	11	7-12
8230	8.333333333	7-12
8231	21	12+
8232	10.33333333	7-12
8233	8	7-12
8234	12	7-12
8235	3	#NAME?
8236	9.333333333	7-12
8237	10.33333333	7-12
8238	7.333333333	7-12
8239	8.333333333	7-12
8240	29.33333333	12+
8241	8.333333333	7-12
8242	11.66666667	7-12
8243	9	7-12
8244	12	7-12
8245	6.666666667	3-7
8246	13	12+
8249	7.333333333	7-12
8251	10.33333333	7-12
8252	10	7-12
8253	9.666666667	7-12
8254	10	7-12
8255	9.666666667	7-12
8256	8	7-12
8257	21.66666667	12+
8260	4	3-7
8261	8	7-12
8264	9.666666667	7-12
8265	5	3-7
8266	8.666666667	7-12
8268	7.666666667	7-12
8269	8.333333333	7-12
8271	9.333333333	7-12
8272	14.33333333	12+
8273	11	7-12
8274	11	7-12
8275	9.333333333	7-12
8276	15.33333333	12+
8278	3.666666667	3-7
8279	8	7-12
8280	7	3-7
8281	5.333333333	3-7
8283	10.66666667	7-12
8284	12.66666667	12+
8285	10	7-12
8286	6.666666667	3-7
8287	5.666666667	3-7
8288	7.333333333	7-12
8289	4.333333333	3-7
8290	10	7-12
8291	16.66666667	12+
8293	22.66666667	12+
8295	13.66666667	12+
8296	11.33333333	7-12
8297	8.333333333	7-12
8298	5.666666667	3-7
8300	8.666666667	7-12
8301	9.333333333	7-12
8302	11	7-12
8303	4.666666667	3-7
8304	11.66666667	7-12
8305	11.33333333	7-12
8306	8.333333333	7-12
8307	8	7-12
8308	6.666666667	3-7
8309	10.33333333	7-12
8312	3	#NAME?
8314	5.666666667	3-7
8315	27.66666667	12+
8316	25	12+
8317	16	12+
8318	7	3-7
8320	11	7-12
8321	11.66666667	7-12
8322	19.33333333	12+
8323	8	7-12
8324	11	7-12
8326	10.66666667	7-12
8327	8.333333333	7-12
8328	10	7-12
8329	15.33333333	12+
8330	8	7-12
8331	8	7-12
8332	5.333333333	3-7
8334	8	7-12
8335	11.33333333	7-12
8336	10.33333333	7-12
8338	6.333333333	3-7
8340	6.666666667	3-7
8341	13.66666667	12+
8342	5	3-7
8343	6	3-7
8345	11	7-12
8347	8.666666667	7-12
8348	7	3-7
8349	7.666666667	7-12
8350	16.33333333	12+
8351	12	7-12
8352	6.333333333	3-7
8353	7.666666667	7-12
8354	10	7-12
8355	10.66666667	7-12
8356	12	7-12
8357	3.666666667	3-7
8358	13	12+
8359	9.666666667	7-12
8360	10.33333333	7-12
8361	7.666666667	7-12
8362	11	7-12
8363	11	7-12
8368	15	12+
8370	19.33333333	12+
8371	8.333333333	7-12
8373	4	3-7
8374	11	7-12
8375	27.66666667	12+
8376	15	12+
8378	17.66666667	12+
8382	4.333333333	3-7
8383	3.666666667	3-7
8385	17	12+
8386	21.33333333	12+
8387	8.333333333	7-12
8388	21.33333333	12+
8390	8.333333333	7-12
8391	4.333333333	3-7
8392	7.333333333	7-12
8394	9.333333333	7-12
8395	7	3-7
8397	7.666666667	7-12
8398	15.66666667	12+
8399	14.33333333	12+
8400	21	12+
8403	10	7-12
8404	11.33333333	7-12
8405	9.666666667	7-12
8406	8	7-12
8407	7.666666667	7-12
8408	17.66666667	12+
8409	5.333333333	3-7
8410	8.333333333	7-12
8411	8	7-12
8412	16.33333333	12+
8413	8.333333333	7-12
8414	9	7-12
8415	3	#NAME?
8416	14	12+
8417	9.666666667	7-12
8418	9.666666667	7-12
8419	7.666666667	7-12
8420	15	12+
8421	3.333333333	3-7
8422	8.333333333	7-12
8423	11.33333333	7-12
8424	7.333333333	7-12
8425	5.666666667	3-7
8426	12	7-12
8427	4.333333333	3-7
8428	8.333333333	7-12
8429	4	3-7
8430	9.333333333	7-12
8431	8.333333333	7-12
8432	8.333333333	7-12
8433	9.666666667	7-12
8434	11	7-12
8435	9.333333333	7-12
8436	10.33333333	7-12
8437	11.33333333	7-12
8438	17.33333333	12+
8439	9	7-12
8440	13.66666667	12+
8441	13.66666667	12+
8442	11.33333333	7-12
8443	6.666666667	3-7
8444	12.33333333	12+
8445	7.666666667	7-12
8446	8.666666667	7-12
8447	15.33333333	12+
8448	6	3-7
8449	9	7-12
8450	3	#NAME?
8451	7.333333333	7-12
8452	10.66666667	7-12
8453	6.666666667	3-7
8454	5.666666667	3-7
8456	10	7-12
8457	7	3-7
8459	3.333333333	3-7
8460	8.333333333	7-12
8462	9	7-12
8463	9	7-12
8464	13.33333333	12+
8465	8	7-12
8466	20.66666667	12+
8467	6	3-7
8468	5.666666667	3-7
8469	11	7-12
8471	7.666666667	7-12
8472	9.666666667	7-12
8473	6.666666667	3-7
8474	8.333333333	7-12
8475	8	7-12
8476	11	7-12
8477	6.666666667	3-7
8478	8	7-12
8479	12.66666667	12+
8480	8	7-12
8481	10	7-12
8482	9.666666667	7-12
8484	10.33333333	7-12
8486	14.33333333	12+
8488	8.666666667	7-12
8489	9	7-12
8490	13.66666667	12+
8492	4.333333333	3-7
8493	6.333333333	3-7
8494	15.33333333	12+
8496	9	7-12
8497	8.333333333	7-12
8499	9.666666667	7-12
8502	5.666666667	3-7
8503	13.33333333	12+
8504	5.666666667	3-7
8505	7.666666667	7-12
8506	9	7-12
8507	17.33333333	12+
8508	9	7-12
8509	9	7-12
8510	3	#NAME?
8512	8.333333333	7-12
8513	8.666666667	7-12
8515	7.666666667	7-12
8516	16.33333333	12+
8517	5	3-7
8518	8	7-12
8519	17.66666667	12+
8520	9.333333333	7-12
8521	11.33333333	7-12
8523	14	12+
8524	7	3-7
8525	12.66666667	12+
8526	9	7-12
8528	3.333333333	3-7
8529	6.666666667	3-7
8531	12.66666667	12+
8532	10	7-12
8533	5.333333333	3-7
8534	15.33333333	12+
8535	8	7-12
8536	30.66666667	12+
8537	11	7-12
8538	11.66666667	7-12
8541	9.666666667	7-12
8542	6	3-7
8544	3.333333333	3-7
8547	10	7-12
8548	9	7-12
8550	7.333333333	7-12
8551	8	7-12
8552	16.33333333	12+
8553	9	7-12
8554	15	12+
8555	3.666666667	3-7
8556	5.666666667	3-7
8557	13.66666667	12+
8558	14.33333333	12+
8559	7.666666667	7-12
8560	7.333333333	7-12
8561	11.33333333	7-12
8563	13.66666667	12+
8565	11.33333333	7-12
8566	7.666666667	7-12
8568	2.333333333	#NAME?
8569	6.333333333	3-7
8571	7	3-7
8572	7.666666667	7-12
8573	7.666666667	7-12
8574	8	7-12
8576	15	12+
8577	14.33333333	12+
8579	6.666666667	3-7
8581	6.666666667	3-7
8582	6.333333333	3-7
8584	7	3-7
8585	5	3-7
8587	8.333333333	7-12
8588	6.666666667	3-7
8589	9.333333333	7-12
8590	9.666666667	7-12
8591	10.33333333	7-12
8593	8.333333333	7-12
8595	5.666666667	3-7
8596	5.333333333	3-7
8598	11.66666667	7-12
8599	17	12+
8600	7	3-7
8601	6	3-7
8602	10.33333333	7-12
8603	6.333333333	3-7
8604	8	7-12
8605	9.333333333	7-12
8606	10	7-12
8607	27	12+
8608	13.66666667	12+
8609	10.66666667	7-12
8610	5.666666667	3-7
8611	9	7-12
8612	12.33333333	12+
8613	10.66666667	7-12
8614	11.66666667	7-12
8616	8.666666667	7-12
8617	10.66666667	7-12
8618	11.66666667	7-12
8619	15	12+
8620	7.333333333	7-12
8621	10.33333333	7-12
8622	7.666666667	7-12
8623	8	7-12
8624	10.66666667	7-12
8625	8.333333333	7-12
8626	11	7-12
8627	12.66666667	12+
8628	11.33333333	7-12
8630	9	7-12
8632	10	7-12
8634	7.666666667	7-12
8635	9	7-12
8636	5.666666667	3-7
8637	8.333333333	7-12
8638	9	7-12
8640	7	3-7
8641	37.66666667	12+
8643	4	3-7
8644	2.333333333	#NAME?
8645	8	7-12
8646	11.33333333	7-12
8648	12	7-12
8649	7	3-7
8650	9.333333333	7-12
8651	18.66666667	12+
8652	21	12+
8653	8	7-12
8654	7	3-7
8655	9	7-12
8656	7.666666667	7-12
8659	5.333333333	3-7
8660	8	7-12
8661	8.333333333	7-12
8662	6.333333333	3-7
8663	13.33333333	12+
8665	5	3-7
8666	10.33333333	7-12
8667	9	7-12
8668	9.333333333	7-12
8669	6.666666667	3-7
8670	5.666666667	3-7
8672	7.666666667	7-12
8673	9.666666667	7-12
8674	8.666666667	7-12
8675	7	3-7
8676	7	3-7
8677	13.33333333	12+
8678	8.333333333	7-12
8679	12.66666667	12+
8680	9	7-12
8683	16.33333333	12+
8684	6.333333333	3-7
8685	7.666666667	7-12
8687	10	7-12
8688	8	7-12
8689	6.666666667	3-7
8691	9.666666667	7-12
8692	11.33333333	7-12
8693	7.666666667	7-12
8694	14.33333333	12+
8695	10	7-12
8696	6.666666667	3-7
8697	9	7-12
8698	17	12+
8700	37.33333333	12+
8701	9	7-12
8702	6.333333333	3-7
8703	7.666666667	7-12
8704	10.33333333	7-12
8705	7.666666667	7-12
8706	5.333333333	3-7
8707	8.666666667	7-12
8708	8	7-12
8712	6	3-7
8713	11.66666667	7-12
8714	8.333333333	7-12
8715	23.33333333	12+
8716	11.33333333	7-12
8717	31.33333333	12+
8718	6.333333333	3-7
8719	11.66666667	7-12
8721	8.333333333	7-12
8722	8.666666667	7-12
8723	8	7-12
8725	12.33333333	12+
8726	9.666666667	7-12
8727	7.666666667	7-12
8728	4.333333333	3-7
8729	13.66666667	12+
8730	9	7-12
8732	6.666666667	3-7
8733	10.33333333	7-12
8734	12	7-12
8736	7.333333333	7-12
8737	7	3-7
8738	6.666666667	3-7
8739	9	7-12
8740	3.333333333	3-7
8741	11.33333333	7-12
8742	4	3-7
8743	10	7-12
8744	9	7-12
8745	10.33333333	7-12
8746	4.333333333	3-7
8748	10.33333333	7-12
8749	9.666666667	7-12
8750	6.333333333	3-7
8753	7.666666667	7-12
8754	7.666666667	7-12
8755	8.666666667	7-12
8756	15	12+
8757	11	7-12
8758	9.333333333	7-12
8759	6.666666667	3-7
8760	12	7-12
8761	8.666666667	7-12
8762	14.33333333	12+
8763	7.666666667	7-12
8764	6	3-7
8765	10	7-12
8766	6	3-7
8767	8.666666667	7-12
8768	6.333333333	3-7
8769	10.66666667	7-12
8771	8.666666667	7-12
8772	22	12+
8773	12	7-12
8775	13.66666667	12+
8776	11.66666667	7-12
8777	11.66666667	7-12
8778	7	3-7
8779	7	3-7
8780	9.333333333	7-12
8782	9.666666667	7-12
8783	10.33333333	7-12
8784	8.666666667	7-12
8785	12.66666667	12+
8786	9	7-12
8788	7	3-7
8789	8	7-12
8790	14	12+
8791	7.333333333	7-12
8794	6	3-7
8797	1.666666667	#NAME?
8798	8	7-12
8799	22	12+
8800	4	3-7
8801	12.66666667	12+
8802	5.333333333	3-7
8803	60.33333333	12+
8805	10.66666667	7-12
8806	9	7-12
8808	9.333333333	7-12
8809	6.666666667	3-7
8811	8.666666667	7-12
8812	9.666666667	7-12
8813	13.33333333	12+
8814	8	7-12
8815	20	12+
8816	9	7-12
8817	9	7-12
8818	10.33333333	7-12
8821	17.66666667	12+
8822	7.333333333	7-12
8823	8.666666667	7-12
8824	9.666666667	7-12
8825	12.33333333	12+
8826	3.666666667	3-7
8827	9	7-12
8829	7	3-7
8830	12	7-12
8831	14.33333333	12+
8832	8.666666667	7-12
8833	10	7-12
8834	8.333333333	7-12
8835	9.333333333	7-12
8836	9.333333333	7-12
8838	16	12+
8840	10.66666667	7-12
8841	7.666666667	7-12
8842	7	3-7
8843	7.333333333	7-12
8844	8.666666667	7-12
8845	6.333333333	3-7
8847	6.666666667	3-7
8848	12.66666667	12+
8849	7.666666667	7-12
8850	3	#NAME?
8852	11.33333333	7-12
8853	13	12+
8854	13.66666667	12+
8856	12	7-12
8858	9.333333333	7-12
8860	6.666666667	3-7
8861	12	7-12
8862	7.333333333	7-12
8863	11.33333333	7-12
8864	7	3-7
8865	6.666666667	3-7
8867	17.66666667	12+
8868	9	7-12
8869	15	12+
8870	27.33333333	12+
8871	7	3-7
8872	12.66666667	12+
8873	8	7-12
8875	14.66666667	12+
8876	2.333333333	#NAME?
8877	14	12+
8878	10.33333333	7-12
8879	11	7-12
8880	9	7-12
8884	9	7-12
8885	8.666666667	7-12
8886	8.666666667	7-12
8887	8.333333333	7-12
8890	10	7-12
8891	11.33333333	7-12
8892	16.33333333	12+
8893	9.333333333	7-12
8894	10	7-12
8895	15.33333333	12+
8896	16.33333333	12+
8897	17.66666667	12+
8898	11.33333333	7-12
8899	8.666666667	7-12
8900	17	12+
8902	8	7-12
8903	6	3-7
8904	17.66666667	12+
8905	7.333333333	7-12
8906	81.66666667	12+
8907	2.666666667	#NAME?
8908	2.333333333	#NAME?
8909	7.333333333	7-12
8910	10.66666667	7-12
8911	24.33333333	12+
8912	7.666666667	7-12
8914	37.66666667	12+
8915	7.666666667	7-12
8916	12.33333333	12+
8917	12	7-12
8918	11	7-12
8919	10	7-12
8920	6.333333333	3-7
8922	5	3-7
8923	9.333333333	7-12
8924	14.66666667	12+
8925	11	7-12
8926	13.66666667	12+
8927	2.666666667	#NAME?
8928	9	7-12
8929	8.333333333	7-12
8930	6.333333333	3-7
8933	6.333333333	3-7
8934	9.333333333	7-12
8937	19	12+
8938	7.666666667	7-12
8939	8.333333333	7-12
8941	9.666666667	7-12
8942	10.66666667	7-12
8943	5.333333333	3-7
8944	6	3-7
8945	8	7-12
8946	4.333333333	3-7
8947	8.333333333	7-12
8948	6.666666667	3-7
8949	6.333333333	3-7
8950	11	7-12
8951	11.66666667	7-12
8952	10	7-12
8953	3	#NAME?
8954	9.333333333	7-12
8955	4.666666667	3-7
8956	9.666666667	7-12
8957	9	7-12
8958	16	12+
8959	23	12+
8960	13.33333333	12+
8961	9	7-12
8962	11.66666667	7-12
8963	6.666666667	3-7
8964	3.333333333	3-7
8965	10	7-12
8967	18.33333333	12+
8968	36.66666667	12+
8969	7.666666667	7-12
8970	8.666666667	7-12
8972	10.33333333	7-12
8974	7.666666667	7-12
8975	13	12+
8976	12.66666667	12+
8977	7.333333333	7-12
8978	8.666666667	7-12
8979	10	7-12
8980	18	12+
8981	11.66666667	7-12
8983	23.33333333	12+
8985	6	3-7
8986	33.66666667	12+
8987	10.66666667	7-12
8988	9.666666667	7-12
8989	6	3-7
8990	12.33333333	12+
8991	8.666666667	7-12
8992	10.66666667	7-12
8995	7.666666667	7-12
8996	11	7-12
8998	8	7-12
9000	7.666666667	7-12
9001	8.666666667	7-12
9003	11	7-12
9004	6.333333333	3-7
9005	8	7-12
9006	8.333333333	7-12
9007	29.66666667	12+
9008	8	7-12
9009	7.333333333	7-12
9010	9.333333333	7-12
9011	6.666666667	3-7
9012	11	7-12
9013	7.333333333	7-12
9014	16	12+
9015	11.66666667	7-12
9016	8	7-12
9017	9.666666667	7-12
9018	5.333333333	3-7
9020	12.33333333	12+
9022	9.333333333	7-12
9023	13.66666667	12+
9024	12.33333333	12+
9025	6.333333333	3-7
9026	9.666666667	7-12
9027	9.333333333	7-12
9029	5.666666667	3-7
9030	7	3-7
9031	2	#NAME?
9032	13	12+
9033	10	7-12
9035	8.666666667	7-12
9036	21.66666667	12+
9037	9.666666667	7-12
9038	10.66666667	7-12
9040	4.333333333	3-7
9041	12.33333333	12+
9042	6.666666667	3-7
9043	10.66666667	7-12
9044	10	7-12
9045	11	7-12
9046	10.66666667	7-12
9047	11.66666667	7-12
9048	8	7-12
9049	8.333333333	7-12
9050	8.666666667	7-12
9051	10.33333333	7-12
9052	14.33333333	12+
9053	8.666666667	7-12
9054	9.666666667	7-12
9055	11.66666667	7-12
9056	13.66666667	12+
9057	8.333333333	7-12
9058	23.66666667	12+
9059	4.666666667	3-7
9060	10	7-12
9063	9	7-12
9064	9.333333333	7-12
9065	8.333333333	7-12
9067	17	12+
9070	8.666666667	7-12
9071	9.666666667	7-12
9072	10.66666667	7-12
9073	28.33333333	12+
9074	6	3-7
9075	15.66666667	12+
9076	6.666666667	3-7
9077	10.66666667	7-12
9078	8.333333333	7-12
9079	9.666666667	7-12
9080	10.66666667	7-12
9081	11	7-12
9082	16.66666667	12+
9084	10	7-12
9085	7	3-7
9086	10	7-12
9087	10.66666667	7-12
9088	12.66666667	12+
9089	9.666666667	7-12
9090	6	3-7
9091	27	12+
9092	7.333333333	7-12
9093	7	3-7
9094	9	7-12
9095	6.333333333	3-7
9097	7.333333333	7-12
9098	10	7-12
9099	9.333333333	7-12
9101	16	12+
9102	10.66666667	7-12
9103	12	7-12
9104	6.666666667	3-7
9105	7.333333333	7-12
9106	10.66666667	7-12
9107	12.66666667	12+
9108	11.33333333	7-12
9109	12.33333333	12+
9110	8	7-12
9111	8.666666667	7-12
9115	3.333333333	3-7
9116	10.33333333	7-12
9117	6.333333333	3-7
9118	6	3-7
9119	15.66666667	12+
9120	11.66666667	7-12
9121	10.33333333	7-12
9122	6.666666667	3-7
9123	8	7-12
9125	11.33333333	7-12
9126	12.33333333	12+
9128	9	7-12
9129	12	7-12
9130	11.33333333	7-12
9131	24.66666667	12+
9132	6.666666667	3-7
9133	9.333333333	7-12
9134	8.333333333	7-12
9135	8.666666667	7-12
9137	7.333333333	7-12
9138	8	7-12
9139	13.33333333	12+
9140	9.666666667	7-12
9143	15.66666667	12+
9144	4.333333333	3-7
9145	10	7-12
9146	6.666666667	3-7
9147	11	7-12
9148	7.333333333	7-12
9149	3	#NAME?
9150	17.33333333	12+
9152	9.333333333	7-12
9155	7.333333333	7-12
9156	10	7-12
9157	9.666666667	7-12
9159	10.66666667	7-12
9160	7	3-7
9161	6.333333333	3-7
9162	8	7-12
9164	15	12+
9166	7	3-7
9167	5.666666667	3-7
9168	6.666666667	3-7
9169	12.66666667	12+
9170	7.333333333	7-12
9171	8.333333333	7-12
9172	15	12+
9173	8.333333333	7-12
9174	8.333333333	7-12
9177	8.666666667	7-12
9178	10	7-12
9179	9	7-12
9180	21.33333333	12+
9182	6.333333333	3-7
9184	9	7-12
9185	7.666666667	7-12
9186	11.33333333	7-12
9187	10	7-12
9188	17.66666667	12+
9189	6.666666667	3-7
9190	6	3-7
9191	7.333333333	7-12
9192	11	7-12
9193	8	7-12
9194	9.333333333	7-12
9196	12.33333333	12+
9198	7	3-7
9199	7.333333333	7-12
9200	10	7-12
9202	28	12+
9204	9.666666667	7-12
9205	6.666666667	3-7
9206	10.33333333	7-12
9207	9.333333333	7-12
9208	20	12+
9209	9.666666667	7-12
9210	14	12+
9211	8	7-12
9212	11	7-12
9213	8	7-12
9214	15	12+
9215	5.333333333	3-7
9216	8.666666667	7-12
9217	15.66666667	12+
9219	8	7-12
9223	14.66666667	12+
9224	15.66666667	12+
9225	12	7-12
9226	9.333333333	7-12
9227	6.666666667	3-7
9228	12.33333333	12+
9229	10.33333333	7-12
9230	12	7-12
9231	13	12+
9232	10.33333333	7-12
9233	6.666666667	3-7
9234	9.666666667	7-12
9235	9	7-12
9236	10	7-12
9237	6.333333333	3-7
9238	9.333333333	7-12
9239	10.33333333	7-12
9240	18	12+
9241	21	12+
9242	7.666666667	7-12
9243	7	3-7
9244	10.33333333	7-12
9245	10	7-12
9246	7.666666667	7-12
9250	9.666666667	7-12
9251	9.333333333	7-12
9253	11.66666667	7-12
9254	7.666666667	7-12
9255	4	3-7
9256	16	12+
9258	11.66666667	7-12
9260	18	12+
9261	6.333333333	3-7
9263	8.666666667	7-12
9264	11	7-12
9265	2.666666667	#NAME?
9266	7	3-7
9267	12.66666667	12+
9268	10.66666667	7-12
9269	9.666666667	7-12
9271	6.666666667	3-7
9272	18.66666667	12+
9273	4.333333333	3-7
9276	10.33333333	7-12
9277	8.333333333	7-12
9279	5	3-7
9280	13.33333333	12+
9281	6	3-7
9283	9.666666667	7-12
9284	21	12+
9285	7.333333333	7-12
9286	10	7-12
9287	7.333333333	7-12
9289	9	7-12
9292	6.333333333	3-7
9293	9	7-12
9294	7.666666667	7-12
9295	8.333333333	7-12
9296	6.666666667	3-7
9297	7.333333333	7-12
9298	9	7-12
9300	10	7-12
9301	9.666666667	7-12
9303	23.66666667	12+
9304	39.33333333	12+
9305	10.66666667	7-12
9306	7.666666667	7-12
9307	16	12+
9308	19.33333333	12+
9309	6.333333333	3-7
9310	5.666666667	3-7
9312	11.33333333	7-12
9313	7.333333333	7-12
9314	8.666666667	7-12
9315	13.33333333	12+
9316	9.333333333	7-12
9317	7	3-7
9319	8.333333333	7-12
9321	9	7-12
9322	13.33333333	12+
9323	12.66666667	12+
9324	6	3-7
9325	8.666666667	7-12
9326	16.33333333	12+
9327	8.333333333	7-12
9328	9	7-12
9329	30.66666667	12+
9330	12.33333333	12+
9331	9	7-12
9332	8.666666667	7-12
9333	10.66666667	7-12
9334	10	7-12
9335	7	3-7
9336	13.66666667	12+
9337	17.66666667	12+
9338	7.666666667	7-12
9339	8	7-12
9340	5.666666667	3-7
9341	5.333333333	3-7
9343	9.333333333	7-12
9344	6.666666667	3-7
9346	14.33333333	12+
9348	10.33333333	7-12
9349	7.666666667	7-12
9350	10.33333333	7-12
9351	3.333333333	3-7
9352	7.666666667	7-12
9353	9.666666667	7-12
9354	6.666666667	3-7
9355	10.66666667	7-12
9357	28.66666667	12+
9358	5.666666667	3-7
9359	50.66666667	12+
9360	10.66666667	7-12
9361	5	3-7
9362	5	3-7
9363	13	12+
9364	9.666666667	7-12
9365	10.66666667	7-12
9366	11.66666667	7-12
9367	16	12+
9370	11.33333333	7-12
9371	7	3-7
9372	6.666666667	3-7
9373	9	7-12
9374	6	3-7
9375	8.666666667	7-12
9376	12.66666667	12+
9377	10.66666667	7-12
9378	9.333333333	7-12
9379	21	12+
9380	7.666666667	7-12
9381	6.666666667	3-7
9382	9.666666667	7-12
9383	7.333333333	7-12
9384	6	3-7
9385	5.666666667	3-7
9387	10.66666667	7-12
9389	7.666666667	7-12
9390	9.666666667	7-12
9392	5	3-7
9393	12	7-12
9394	18	12+
9395	13.33333333	12+
9396	10.33333333	7-12
9397	6.333333333	3-7
9399	7	3-7
9400	11.33333333	7-12
9401	3.666666667	3-7
9402	10.66666667	7-12
9403	7	3-7
9405	9.666666667	7-12
